date,type,amount,description,ticker,shares,price,gain_loss,gain_loss_pct,days_held
2020-09-01,buy,361.12,Bought 2.76 shares of AAPL,AAPL,2.76,130.84,,,
2020-09-01,buy,310.19,Bought 22.51 shares of NVDA,NVDA,22.51,13.78,,,
2020-09-01,buy,303.95,Bought 1.39 shares of MSFT,MSFT,1.39,218.67,,,
2020-09-01,buy,222.2,Bought 1.27 shares of AMZN,AMZN,1.27,174.96,,,
2020-09-01,buy,220.72,Bought 2.68 shares of GOOGL,GOOGL,2.68,82.36,,,
2020-09-01,buy,220.65,Bought 2.67 shares of GOOG,GOOG,2.67,82.64,,,
2020-09-01,buy,138.2,Bought 0.47 shares of META,META,0.47,294.05,,,
2020-09-01,buy,126.68,Bought 0.8 shares of TSLA,TSLA,0.8,158.35,,,
2020-09-01,buy,96.87,Bought 3.03 shares of AVGO,AVGO,3.03,31.97,,,
2020-09-01,buy,91.79,Bought 0.42 shares of BRK-B,BRK-B,0.42,218.55,,,
2020-09-01,buy,69.63,Bought 1.51 shares of WMT,WMT,1.51,46.11,,,
2020-09-01,buy,64.34,Bought 0.46 shares of LLY,LLY,0.46,139.87,,,
2020-09-01,buy,62.86,Bought 0.71 shares of JPM,JPM,0.71,88.53,,,
2020-09-01,buy,55.77,Bought 0.27 shares of V,V,0.27,206.55,,,
2020-09-01,buy,45.24,Bought 0.13 shares of MA,MA,0.13,348.01,,,
2020-09-01,buy,44.26,Bought 0.82 shares of ORCL,ORCL,0.82,53.97,,,
2020-09-01,buy,40.87,Bought 0.14 shares of UNH,UNH,0.14,291.93,,,
2020-09-01,buy,38.96,Bought 0.12 shares of COST,COST,0.12,324.69,,,
2020-09-01,buy,35.88,Bought 0.29 shares of PG,PG,0.29,123.71,,,
2020-09-01,buy,35.71,Bought 0.14 shares of HD,HD,0.14,255.08,,,
2020-09-01,buy,33.39,Bought 0.06 shares of NFLX,NFLX,0.06,556.55,,,
2020-09-01,buy,32.04,Bought 0.24 shares of JNJ,JNJ,0.24,133.48,,,
2020-09-01,buy,31.55,Bought 1.38 shares of BAC,BAC,1.38,22.86,,,
2020-09-01,buy,30.77,Bought 0.11 shares of CRM,CRM,0.11,279.69,,,
2020-09-01,buy,29.18,Bought 0.38 shares of ABBV,ABBV,0.38,76.78,,,
2020-09-01,buy,25.08,Bought 0.59 shares of KO,KO,0.59,42.51,,,
2020-09-01,buy,22.86,Bought 0.2 shares of TMUS,TMUS,0.2,114.32,,,
2020-09-01,buy,23.98,Bought 0.35 shares of CVX,CVX,0.35,68.51,,,
2020-09-01,buy,22.98,Bought 0.33 shares of MRK,MRK,0.33,69.65,,,
2020-09-01,buy,21.91,Bought 1.01 shares of WFC,WFC,1.01,21.69,,,
2020-09-01,buy,21.97,Bought 0.6 shares of CSCO,CSCO,0.6,36.61,,,
2020-09-01,buy,20.31,Bought 0.09 shares of ACN,ACN,0.09,225.71,,,
2020-09-01,buy,19.89,Bought 0.04 shares of NOW,NOW,0.04,497.19,,,
2020-09-01,buy,19.35,Bought 0.2 shares of AXP,AXP,0.2,96.74,,,
2020-09-01,buy,19.19,Bought 0.1 shares of MCD,MCD,0.1,191.91,,,
2020-09-01,buy,19.4,Bought 0.16 shares of PEP,PEP,0.16,121.24,,,
2020-09-01,buy,19.22,Bought 0.42 shares of BX,BX,0.42,45.77,,,
2020-09-01,buy,19.27,Bought 0.2 shares of IBM,IBM,0.2,96.35,,,
2020-09-01,buy,18.47,Bought 0.14 shares of DIS,DIS,0.14,131.92,,,
2020-09-01,buy,16.83,Bought 0.07 shares of LIN,LIN,0.07,240.41,,,
2020-09-01,buy,17.15,Bought 0.04 shares of TMO,TMO,0.04,428.8,,,
2020-09-01,buy,18.63,Bought 0.41 shares of MS,MS,0.41,45.44,,,
2020-09-01,buy,18.69,Bought 0.19 shares of ABT,ABT,0.19,98.35,,,
2020-09-01,buy,15.84,Bought 0.03 shares of ADBE,ADBE,0.03,527.95,,,
2020-09-01,buy,17.51,Bought 0.19 shares of AMD,AMD,0.19,92.18,,,
2020-09-01,buy,17.92,Bought 0.29 shares of PM,PM,0.29,61.8,,,
2020-09-01,buy,17.3,Bought 0.07 shares of ISRG,ISRG,0.07,247.19,,,
2020-09-01,buy,16.91,Bought 0.56 shares of GE,GE,0.56,30.2,,,
2020-10-01,deposit,3000.0,Monthly investment,,,,,,
2020-10-01,sell,314.31,Sold 2.76 shares of AAPL for tax-loss harvesting,AAPL,2.76,113.88,-46.81,-12.96,30.0
2020-10-01,sell,198.43,Sold 2.68 shares of GOOGL for tax-loss harvesting,GOOGL,2.68,74.04,-22.289999999999992,-10.1,30.0
2020-10-01,sell,197.98,Sold 2.67 shares of GOOG for tax-loss harvesting,GOOG,2.67,74.15,-22.670000000000016,-10.27,30.0
2020-10-01,sell,53.43,Sold 0.39 shares of LLY for tax-loss harvesting,LLY,0.39,137.01,-6.75,-11.22,92.0
2020-10-01,sell,31.79,Sold 1.17 shares of XOM for tax-loss harvesting,XOM,1.17,27.17,-8.030000000000001,-20.17,153.0
2020-10-01,sell,31.25,Sold 1.15 shares of XOM for tax-loss harvesting,XOM,1.15,27.17,-9.170000000000002,-22.69,92.0
2020-10-01,sell,1367.19,Sold 50.32 shares of XOM for tax-loss harvesting,XOM,50.32,27.17,-401.55999999999995,-22.7,92.0
2020-10-01,sell,354.03,Sold 13.03 shares of XOM for tax-loss harvesting,XOM,13.03,27.17,-86.91000000000003,-19.71,62.0
2020-10-01,sell,23.93,Sold 0.33 shares of ABBV for tax-loss harvesting,ABBV,0.33,72.53,-2.969999999999999,-11.04,92.0
2020-10-01,sell,986.41,Sold 13.6 shares of ABBV for tax-loss harvesting,ABBV,13.6,72.53,-122.39999999999998,-11.04,92.0
2020-10-01,sell,17.42,Sold 0.3 shares of CVX for tax-loss harvesting,CVX,0.3,58.07,-4.079999999999998,-18.98,153.0
2020-10-01,sell,16.84,Sold 0.29 shares of CVX for tax-loss harvesting,CVX,0.29,58.07,-5.030000000000001,-23.0,122.0
2020-10-01,sell,18.0,Sold 0.31 shares of CVX for tax-loss harvesting,CVX,0.31,58.07,-4.079999999999998,-18.48,92.0
2020-10-01,sell,792.66,Sold 13.65 shares of CVX for tax-loss harvesting,CVX,13.65,58.07,-179.63,-18.47,92.0
2020-10-01,sell,204.41,Sold 3.52 shares of CVX for tax-loss harvesting,CVX,3.52,58.07,-35.78999999999999,-14.9,62.0
2020-10-01,sell,20.32,Sold 0.35 shares of CVX for tax-loss harvesting,CVX,0.35,58.07,-3.66,-15.26,30.0
2020-10-01,sell,17.4,Sold 0.51 shares of CSCO for tax-loss harvesting,CSCO,0.51,34.11,-2.900000000000002,-14.29,92.0
2020-10-01,sell,16.74,Sold 0.41 shares of MS for tax-loss harvesting,MS,0.41,40.84,-1.8900000000000006,-10.14,30.0
2020-10-01,buy,1049.5,Bought 77.34 shares of NVDA,NVDA,77.34,13.57,,,
2020-10-01,buy,1032.32,Bought 5.05 shares of MSFT,MSFT,5.05,204.42,,,
2020-10-01,buy,752.15,Bought 4.67 shares of AMZN,AMZN,4.67,161.06,,,
2020-10-01,buy,469.72,Bought 1.77 shares of META,META,1.77,265.38,,,
2020-10-01,buy,430.24,Bought 2.88 shares of TSLA,TSLA,2.88,149.39,,,
2020-10-01,buy,327.49,Bought 9.9 shares of AVGO,AVGO,9.9,33.08,,,
2020-10-01,buy,309.55,Bought 1.46 shares of BRK-B,BRK-B,1.46,212.02,,,
2020-10-01,buy,235.57,Bought 5.27 shares of WMT,WMT,5.27,44.7,,,
2020-10-01,buy,211.75,Bought 2.47 shares of JPM,JPM,2.47,85.73,,,
2020-10-01,buy,194.9,Bought 0.99 shares of V,V,0.99,196.87,,,
2020-10-01,buy,154.02,Bought 0.46 shares of MA,MA,0.46,334.82,,,
2020-10-01,buy,150.82,Bought 2.7 shares of ORCL,ORCL,2.7,55.86,,,
2020-10-01,buy,143.75,Bought 0.49 shares of UNH,UNH,0.49,293.36,,,
2020-10-01,buy,132.49,Bought 0.4 shares of COST,COST,0.4,331.23,,,
2020-10-01,buy,124.66,Bought 1.0 shares of PG,PG,1.0,124.66,,,
2020-10-01,buy,122.0,Bought 0.49 shares of HD,HD,0.49,248.97,,,
2020-10-01,buy,121.33,Bought 0.23 shares of NFLX,NFLX,0.23,527.51,,,
2020-10-01,buy,110.31,Bought 0.85 shares of JNJ,JNJ,0.85,129.78,,,
2020-10-01,buy,107.9,Bought 5.0 shares of BAC,BAC,5.0,21.58,,,
2020-10-01,buy,103.34,Bought 0.41 shares of CRM,CRM,0.41,252.04,,,
2020-10-01,buy,85.37,Bought 1.99 shares of KO,KO,1.99,42.9,,,
2020-10-01,buy,80.35,Bought 0.71 shares of TMUS,TMUS,0.71,113.17,,,
2020-10-01,buy,78.02,Bought 1.15 shares of MRK,MRK,1.15,67.84,,,
2020-10-01,buy,74.8,Bought 3.52 shares of WFC,WFC,3.52,21.25,,,
2020-10-01,buy,72.0,Bought 0.34 shares of ACN,ACN,0.34,211.76,,,
2020-10-01,buy,68.95,Bought 0.14 shares of NOW,NOW,0.14,492.52,,,
2020-10-01,buy,66.01,Bought 0.69 shares of AXP,AXP,0.69,95.66,,,
2020-10-01,buy,65.39,Bought 0.33 shares of MCD,MCD,0.33,198.14,,,
2020-10-01,buy,65.47,Bought 0.53 shares of PEP,PEP,0.53,123.52,,,
2020-10-01,buy,65.19,Bought 1.43 shares of BX,BX,1.43,45.59,,,
2020-10-01,buy,65.23,Bought 0.69 shares of IBM,IBM,0.69,94.54,,,
2020-10-01,buy,64.56,Bought 0.53 shares of DIS,DIS,0.53,121.81,,,
2020-10-01,buy,63.38,Bought 0.29 shares of LIN,LIN,0.29,218.55,,,
2020-10-01,buy,60.68,Bought 0.14 shares of TMO,TMO,0.14,433.44,,,
2020-10-01,buy,63.18,Bought 0.63 shares of ABT,ABT,0.63,100.28,,,
2020-10-01,buy,59.94,Bought 0.12 shares of ADBE,ADBE,0.12,499.51,,,
2020-10-01,buy,60.25,Bought 0.71 shares of AMD,AMD,0.71,84.86,,,
2020-10-01,buy,60.66,Bought 1.03 shares of PM,PM,1.03,58.89,,,
2020-10-01,buy,56.84,Bought 0.24 shares of ISRG,ISRG,0.24,236.84,,,
2020-10-01,buy,57.8,Bought 6.11 shares of PLTR,PLTR,6.11,9.46,,,
2020-10-01,buy,57.63,Bought 1.89 shares of GE,GE,1.89,30.49,,,
2020-10-01,sell,119.512,Sell of 0.8 shares of TSLA purchased on __Insert Later__ for Rebalancing - Trim,TSLA,0.8,149.39,-7.168000000000006,-5.66,30.0
2020-10-01,sell,3573.4087999999992,Partial sell of 23.919999999999998 shares of TSLA purchased on __Insert Later__ for Rebalancing - Trim,TSLA,23.919999999999998,149.39,2887.3831999999993,160.96,273.0
2020-10-01,sell,16.1234,Sell of 0.19 shares of AMD purchased on __Insert Later__ for Rebalancing - Trim,AMD,0.19,84.86,-1.3908000000000023,-7.94,30.0
2020-10-01,sell,60.2506,Sell of 0.71 shares of AMD purchased on __Insert Later__ for Rebalancing - Trim,AMD,0.71,84.86,26.8806,80.55,244.0
2020-10-01,sell,57.70480000000001,Partial sell of 0.6800000000000002 shares of AMD purchased on __Insert Later__ for Rebalancing - Trim,AMD,0.6800000000000002,84.86,25.432000000000002,78.8,213.0
2020-10-01,buy,3863.54,Rebalancing - Add,MSFT,18.9,204.42,,,
2020-11-01,deposit,3000.0,Monthly investment,,,,,,
2020-11-02,sell,270.59,Sold 1.39 shares of MSFT for tax-loss harvesting,MSFT,1.39,194.67,-33.360000000000014,-10.98,62.0
2020-11-02,sell,190.78,Sold 1.27 shares of AMZN for tax-loss harvesting,AMZN,1.27,150.22,-31.419999999999987,-14.14,62.0
2020-11-02,sell,122.26,Sold 0.47 shares of META for tax-loss harvesting,META,0.47,260.13,-15.939999999999984,-11.53,62.0
2020-11-02,sell,384.48,Sold 2.88 shares of TSLA for tax-loss harvesting,TSLA,2.88,133.5,-45.75999999999999,-10.64,32.0
2020-11-02,sell,51.25,Sold 0.41 shares of LLY for tax-loss harvesting,LLY,0.41,124.99,-7.990000000000002,-13.49,185.0
2020-11-02,sell,51.25,Sold 0.41 shares of LLY for tax-loss harvesting,LLY,0.41,124.99,-7.810000000000002,-13.22,154.0
2020-11-02,sell,57.5,Sold 0.46 shares of LLY for tax-loss harvesting,LLY,0.46,124.99,-6.840000000000003,-10.63,62.0
2020-11-02,sell,48.29,Sold 0.27 shares of V for tax-loss harvesting,V,0.27,178.86,-7.480000000000004,-13.41,62.0
2020-11-02,sell,36.8,Sold 0.13 shares of MA for tax-loss harvesting,MA,0.13,283.08,-8.440000000000005,-18.66,62.0
2020-11-02,sell,130.22,Sold 0.46 shares of MA for tax-loss harvesting,MA,0.46,283.08,-23.80000000000001,-15.45,32.0
2020-11-02,sell,29.05,Sold 0.06 shares of NFLX for tax-loss harvesting,NFLX,0.06,484.12,-4.34,-13.0,62.0
2020-11-02,sell,25.43,Sold 0.11 shares of CRM for tax-loss harvesting,CRM,0.11,231.16,-5.34,-17.35,62.0
2020-11-02,sell,17.78,Sold 0.9 shares of WFC for tax-loss harvesting,WFC,0.9,19.75,-2.509999999999998,-12.37,124.0
2020-11-02,sell,783.09,Sold 39.65 shares of WFC for tax-loss harvesting,WFC,39.65,19.75,-110.62,-12.38,124.0
2020-11-02,sell,17.67,Sold 0.56 shares of CSCO for tax-loss harvesting,CSCO,0.56,31.56,-2.139999999999997,-10.8,185.0
2020-11-02,sell,18.94,Sold 0.6 shares of CSCO for tax-loss harvesting,CSCO,0.6,31.56,-3.0299999999999976,-13.79,62.0
2020-11-02,sell,16.61,Sold 0.14 shares of DIS for tax-loss harvesting,DIS,0.14,118.66,-1.8599999999999994,-10.07,62.0
2020-11-02,sell,15.03,Sold 0.07 shares of LIN for tax-loss harvesting,LIN,0.07,214.68,-1.799999999999999,-10.7,62.0
2020-11-02,sell,13.35,Sold 0.03 shares of ADBE for tax-loss harvesting,ADBE,0.03,444.94,-2.49,-15.72,62.0
2020-11-02,sell,53.39,Sold 0.12 shares of ADBE for tax-loss harvesting,ADBE,0.12,444.94,-6.549999999999997,-10.93,32.0
2020-11-02,sell,47.81,Sold 0.64 shares of AMD for tax-loss harvesting,AMD,0.64,74.7,-14.839999999999996,-23.69,245.0
2020-11-02,sell,53.04,Sold 0.71 shares of AMD for tax-loss harvesting,AMD,0.71,74.7,-7.210000000000001,-11.97,32.0
2020-11-02,buy,918.48,Bought 8.66 shares of AAPL,AAPL,8.66,106.06,,,
2020-11-02,buy,788.39,Bought 62.87 shares of NVDA,NVDA,62.87,12.54,,,
2020-11-02,buy,561.77,Bought 6.95 shares of GOOGL,GOOGL,6.95,80.83,,,
2020-11-02,buy,561.58,Bought 6.94 shares of GOOG,GOOG,6.94,80.92,,,
2020-11-02,buy,245.86,Bought 7.8 shares of AVGO,AVGO,7.8,31.52,,,
2020-11-02,buy,232.91,Bought 1.14 shares of BRK-B,BRK-B,1.14,204.31,,,
2020-11-02,buy,176.76,Bought 4.03 shares of WMT,WMT,4.03,43.86,,,
2020-11-02,buy,159.22,Bought 1.78 shares of JPM,JPM,1.78,89.45,,,
2020-11-02,buy,113.53,Bought 2.14 shares of ORCL,ORCL,2.14,53.05,,,
2020-11-02,buy,110.64,Bought 3.97 shares of XOM,XOM,3.97,27.87,,,
2020-11-02,buy,108.21,Bought 0.37 shares of UNH,UNH,0.37,292.45,,,
2020-11-02,buy,97.83,Bought 0.29 shares of COST,COST,0.29,337.36,,,
2020-11-02,buy,93.51,Bought 0.75 shares of PG,PG,0.75,124.68,,,
2020-11-02,buy,92.26,Bought 0.38 shares of HD,HD,0.38,242.8,,,
2020-11-02,buy,83.08,Bought 0.68 shares of JNJ,JNJ,0.68,122.18,,,
2020-11-02,buy,80.85,Bought 3.75 shares of BAC,BAC,3.75,21.56,,,
2020-11-02,buy,73.72,Bought 0.99 shares of ABBV,ABBV,0.99,74.46,,,
2020-11-02,buy,64.05,Bought 1.51 shares of KO,KO,1.51,42.42,,,
2020-11-02,buy,60.45,Bought 0.56 shares of TMUS,TMUS,0.56,107.95,,,
2020-11-02,buy,60.69,Bought 1.02 shares of CVX,CVX,1.02,59.5,,,
2020-11-02,buy,58.64,Bought 0.92 shares of MRK,MRK,0.92,63.74,,,
2020-11-02,buy,54.05,Bought 0.26 shares of ACN,ACN,0.26,207.88,,,
2020-11-02,buy,52.36,Bought 0.11 shares of NOW,NOW,0.11,476.0,,,
2020-11-02,buy,49.58,Bought 0.56 shares of AXP,AXP,0.56,88.54,,,
2020-11-02,buy,49.87,Bought 0.26 shares of MCD,MCD,0.26,191.79,,,
2020-11-02,buy,49.8,Bought 0.42 shares of PEP,PEP,0.42,118.56,,,
2020-11-02,buy,49.41,Bought 1.13 shares of BX,BX,1.13,43.73,,,
2020-11-02,buy,49.37,Bought 0.56 shares of IBM,IBM,0.56,88.16,,,
2020-11-02,buy,47.53,Bought 0.1 shares of TMO,TMO,0.1,475.33,,,
2020-11-02,buy,47.72,Bought 1.11 shares of MS,MS,1.11,42.99,,,
2020-11-02,buy,47.78,Bought 0.48 shares of ABT,ABT,0.48,99.54,,,
2020-11-02,buy,46.08,Bought 0.81 shares of PM,PM,0.81,56.89,,,
2020-11-02,buy,42.81,Bought 0.19 shares of ISRG,ISRG,0.19,225.33,,,
2020-11-02,buy,43.42,Bought 4.12 shares of PLTR,PLTR,4.12,10.54,,,
2020-11-02,buy,43.36,Bought 1.18 shares of GE,GE,1.18,36.75,,,
2020-12-01,deposit,3000.0,Monthly investment,,,,,,
2020-12-01,buy,332.04,Bought 2.77 shares of AAPL,AAPL,2.77,119.87,,,
2020-12-01,buy,284.89,Bought 21.34 shares of NVDA,NVDA,21.34,13.35,,,
2020-12-01,buy,279.48,Bought 1.34 shares of MSFT,MSFT,1.34,208.57,,,
2020-12-01,buy,202.86,Bought 1.26 shares of AMZN,AMZN,1.26,161.0,,,
2020-12-01,buy,202.8,Bought 2.27 shares of GOOGL,GOOGL,2.27,89.34,,,
2020-12-01,buy,203.12,Bought 2.27 shares of GOOG,GOOG,2.27,89.48,,,
2020-12-01,buy,125.49,Bought 0.44 shares of META,META,0.44,285.21,,,
2020-12-01,buy,115.0,Bought 0.59 shares of TSLA,TSLA,0.59,194.92,,,
2020-12-01,buy,88.94,Bought 2.45 shares of AVGO,AVGO,2.45,36.3,,,
2020-12-01,buy,82.68,Bought 0.36 shares of BRK-B,BRK-B,0.36,229.68,,,
2020-12-01,buy,63.9,Bought 1.34 shares of WMT,WMT,1.34,47.69,,,
2020-12-01,buy,59.74,Bought 0.43 shares of LLY,LLY,0.43,138.92,,,
2020-12-01,buy,56.63,Bought 0.53 shares of JPM,JPM,0.53,106.84,,,
2020-12-01,buy,51.2,Bought 0.25 shares of V,V,0.25,204.78,,,
2020-12-01,buy,39.7,Bought 0.12 shares of MA,MA,0.12,330.82,,,
2020-12-01,buy,40.85,Bought 0.74 shares of ORCL,ORCL,0.74,55.2,,,
2020-12-01,buy,40.09,Bought 1.24 shares of XOM,XOM,1.24,32.33,,,
2020-12-01,buy,38.37,Bought 0.12 shares of UNH,UNH,0.12,319.71,,,
2020-12-01,buy,33.14,Bought 0.09 shares of COST,COST,0.09,368.21,,,
2020-12-01,buy,33.88,Bought 0.27 shares of PG,PG,0.27,125.47,,,
2020-12-01,buy,32.25,Bought 0.13 shares of HD,HD,0.13,248.05,,,
2020-12-01,buy,30.27,Bought 0.06 shares of NFLX,NFLX,0.06,504.58,,,
2020-12-01,buy,30.08,Bought 0.23 shares of JNJ,JNJ,0.23,130.79,,,
2020-12-01,buy,29.03,Bought 1.13 shares of BAC,BAC,1.13,25.69,,,
2020-12-01,buy,26.4,Bought 0.11 shares of CRM,CRM,0.11,240.01,,,
2020-12-01,buy,26.33,Bought 0.3 shares of ABBV,ABBV,0.3,87.78,,,
2020-12-01,buy,22.88,Bought 0.5 shares of KO,KO,0.5,45.76,,,
2020-12-01,buy,20.92,Bought 0.16 shares of TMUS,TMUS,0.16,130.78,,,
2020-12-01,buy,21.95,Bought 0.3 shares of CVX,CVX,0.3,73.17,,,
2020-12-01,buy,21.01,Bought 0.31 shares of MRK,MRK,0.31,67.76,,,
2020-12-01,buy,20.09,Bought 0.79 shares of WFC,WFC,0.79,25.43,,,
2020-12-01,buy,19.91,Bought 0.52 shares of CSCO,CSCO,0.52,38.28,,,
2020-12-01,buy,19.05,Bought 0.08 shares of ACN,ACN,0.08,238.16,,,
2020-12-01,buy,16.19,Bought 0.03 shares of NOW,NOW,0.03,539.59,,,
2020-12-01,buy,17.05,Bought 0.15 shares of AXP,AXP,0.15,113.69,,,
2020-12-01,buy,17.66,Bought 0.09 shares of MCD,MCD,0.09,196.18,,,
2020-12-01,buy,17.94,Bought 0.14 shares of PEP,PEP,0.14,128.14,,,
2020-12-01,buy,17.67,Bought 0.34 shares of BX,BX,0.34,51.97,,,
2020-12-01,buy,17.56,Bought 0.18 shares of IBM,IBM,0.18,97.55,,,
2020-12-01,buy,16.24,Bought 0.11 shares of DIS,DIS,0.11,147.62,,,
2020-12-01,buy,17.02,Bought 0.07 shares of LIN,LIN,0.07,243.16,,,
2020-12-01,buy,13.98,Bought 0.03 shares of TMO,TMO,0.03,465.99,,,
2020-12-01,buy,17.08,Bought 0.31 shares of MS,MS,0.31,55.09,,,
2020-12-01,buy,17.08,Bought 0.17 shares of ABT,ABT,0.17,100.47,,,
2020-12-01,buy,14.37,Bought 0.03 shares of ADBE,ADBE,0.03,479.15,,,
2020-12-01,buy,15.75,Bought 0.17 shares of AMD,AMD,0.17,92.63,,,
2020-12-01,buy,16.52,Bought 0.27 shares of PM,PM,0.27,61.18,,,
2020-12-01,buy,14.67,Bought 0.06 shares of ISRG,ISRG,0.06,244.55,,,
2020-12-01,buy,15.66,Bought 0.61 shares of PLTR,PLTR,0.61,25.67,,,
2020-12-01,buy,15.38,Bought 0.31 shares of GE,GE,0.31,49.6,,,
2021-01-01,deposit,3000.0,Monthly investment,,,,,,
2020-12-31,sell,90.73,Sold 0.41 shares of CRM for tax-loss harvesting,CRM,0.41,221.29,-12.61,-12.2,91.0
2020-12-31,buy,347.35,Bought 2.68 shares of AAPL,AAPL,2.68,129.61,,,
2020-12-31,buy,298.81,Bought 22.95 shares of NVDA,NVDA,22.95,13.02,,,
2020-12-31,buy,293.95,Bought 1.37 shares of MSFT,MSFT,1.37,214.56,,,
2020-12-31,buy,213.33,Bought 1.31 shares of AMZN,AMZN,1.31,162.85,,,
2020-12-31,buy,212.82,Bought 2.44 shares of GOOGL,GOOGL,2.44,87.22,,,
2020-12-31,buy,212.72,Bought 2.44 shares of GOOG,GOOG,2.44,87.18,,,
2020-12-31,buy,133.22,Bought 0.49 shares of META,META,0.49,271.88,,,
2020-12-31,buy,122.31,Bought 0.52 shares of TSLA,TSLA,0.52,235.22,,,
2020-12-31,buy,93.13,Bought 2.35 shares of AVGO,AVGO,2.35,39.63,,,
2020-12-31,buy,88.11,Bought 0.38 shares of BRK-B,BRK-B,0.38,231.87,,,
2020-12-31,buy,66.9,Bought 1.48 shares of WMT,WMT,1.48,45.2,,,
2020-12-31,buy,61.23,Bought 0.38 shares of LLY,LLY,0.38,161.14,,,
2020-12-31,buy,60.09,Bought 0.53 shares of JPM,JPM,0.53,113.38,,,
2020-12-31,buy,55.14,Bought 0.26 shares of V,V,0.26,212.08,,,
2020-12-31,buy,41.81,Bought 0.12 shares of MA,MA,0.12,348.45,,,
2020-12-31,buy,42.55,Bought 0.7 shares of ORCL,ORCL,0.7,60.79,,,
2020-12-31,buy,41.89,Bought 1.21 shares of XOM,XOM,1.21,34.62,,,
2020-12-31,buy,39.57,Bought 0.12 shares of UNH,UNH,0.12,329.79,,,
2020-12-31,buy,35.8,Bought 0.1 shares of COST,COST,0.1,357.96,,,
2020-12-31,buy,35.07,Bought 0.28 shares of PG,PG,0.28,125.26,,,
2020-12-31,buy,33.53,Bought 0.14 shares of HD,HD,0.14,239.5,,,
2020-12-31,buy,32.44,Bought 0.06 shares of NFLX,NFLX,0.06,540.73,,,
2020-12-31,buy,30.71,Bought 0.22 shares of JNJ,JNJ,0.22,139.6,,,
2020-12-31,buy,30.59,Bought 1.12 shares of BAC,BAC,1.12,27.31,,,
2020-12-31,buy,28.02,Bought 0.31 shares of ABBV,ABBV,0.31,90.4,,,
2020-12-31,buy,24.11,Bought 0.5 shares of KO,KO,0.5,48.22,,,
2020-12-31,buy,22.42,Bought 0.17 shares of TMUS,TMUS,0.17,131.87,,,
2020-12-31,buy,22.61,Bought 0.32 shares of CVX,CVX,0.32,70.66,,,
2020-12-31,buy,21.92,Bought 0.32 shares of MRK,MRK,0.32,68.51,,,
2020-12-31,buy,21.06,Bought 0.77 shares of WFC,WFC,0.77,27.35,,,
2020-12-31,buy,21.24,Bought 0.54 shares of CSCO,CSCO,0.54,39.34,,,
2020-12-31,buy,19.73,Bought 0.08 shares of ACN,ACN,0.08,246.6,,,
2020-12-31,buy,16.51,Bought 0.03 shares of NOW,NOW,0.03,550.43,,,
2020-12-31,buy,18.34,Bought 0.16 shares of AXP,AXP,0.16,114.62,,,
2020-12-31,buy,17.53,Bought 0.09 shares of MCD,MCD,0.09,194.77,,,
2020-12-31,buy,18.34,Bought 0.14 shares of PEP,PEP,0.14,131.03,,,
2020-12-31,buy,18.39,Bought 0.33 shares of BX,BX,0.33,55.74,,,
2020-12-31,buy,17.95,Bought 0.18 shares of IBM,IBM,0.18,99.71,,,
2020-12-31,buy,17.9,Bought 0.1 shares of DIS,DIS,0.1,178.97,,,
2020-12-31,buy,17.39,Bought 0.07 shares of LIN,LIN,0.07,248.41,,,
2020-12-31,buy,13.83,Bought 0.03 shares of TMO,TMO,0.03,460.94,,,
2020-12-31,buy,17.9,Bought 0.3 shares of MS,MS,0.3,59.66,,,
2020-12-31,buy,17.24,Bought 0.17 shares of ABT,ABT,0.17,101.4,,,
2020-12-31,buy,15.0,Bought 0.03 shares of ADBE,ADBE,0.03,500.12,,,
2020-12-31,buy,17.42,Bought 0.19 shares of AMD,AMD,0.19,91.71,,,
2020-12-31,buy,17.34,Bought 0.26 shares of PM,PM,0.26,66.71,,,
2020-12-31,buy,16.36,Bought 0.06 shares of ISRG,ISRG,0.06,272.7,,,
2020-12-31,buy,16.25,Bought 0.69 shares of PLTR,PLTR,0.69,23.55,,,
2020-12-31,buy,15.85,Bought 0.3 shares of GE,GE,0.3,52.82,,,
2020-12-31,sell,609.1670000000001,Sell of 4.7 shares of AAPL purchased on __Insert Later__ for Rebalancing - Trim,AAPL,4.7,129.61,279.4620000000001,84.76,244.0
2020-12-31,sell,553.4347,Sell of 4.27 shares of AAPL purchased on __Insert Later__ for Rebalancing - Trim,AAPL,4.27,129.61,219.00830000000008,65.48,213.0
2020-12-31,sell,489.92580000000004,Sell of 3.78 shares of AAPL purchased on __Insert Later__ for Rebalancing - Trim,AAPL,3.78,129.61,155.01780000000008,46.29,183.0
2020-12-31,sell,4698.3625,Partial sell of 36.25 shares of AAPL purchased on __Insert Later__ for Rebalancing - Trim,AAPL,36.25,129.61,1486.6125000000002,46.29,183.0
2020-12-31,sell,293.0802,Sell of 22.51 shares of NVDA purchased on __Insert Later__ for Rebalancing - Trim,NVDA,22.51,13.02,-17.10759999999999,-5.52,121.0
2020-12-31,sell,1006.9668,Sell of 77.34 shares of NVDA purchased on __Insert Later__ for Rebalancing - Trim,NVDA,77.34,13.02,-42.53699999999992,-4.05,91.0
2020-12-31,sell,277.8468,Sell of 21.34 shares of NVDA purchased on __Insert Later__ for Rebalancing - Trim,NVDA,21.34,13.02,-7.042200000000037,-2.47,30.0
